			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-1_family-570	LTR	Copia	0	0	0	193	0	976	808	0	520	346	0	295	508	0	0	0	0	750	0	447	298	1588	733	119	96	295	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3352	DNA	MULE-MuDR	34	378	2252	9305	374	1511	322	169	603	3004	7674	692	1181	874	1462	2158	3134	4124	1728	3098	1658	2503	1325	1711	6672	1752	4001	4110	597	1467	4367	0	1128	981	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-89	LTR	LTR	0	0	0	0	257	0	0	518	138	0	306	146	0	0	902	0	66	222	502	645	1059	504	342	0	290	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1493	LTR	Copia	0	231	158	1461	42	11870	23284	1653	1403	3521	2931	6698	343	4878	35	2167	1736	2808	2857	1537	1727	3211	7195	6136	2268	3726	3252	5467	2557	2643	2974	1375	4384	1642	1925	1110	565	600	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-492	DNA	hAT-Tag1	0	0	0	0	44	74	250	3638	2194	3992	3345	3897	3085	5102	7889	5970	6408	8398	5568	5611	5901	6900	5047	4465	3233	3449	3371	1087	1604	510	134	444	203	351	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-808	DNA	DNA	0	0	0	0	0	0	0	39	176	267	463	1145	1268	2181	2699	2679	4103	4007	4843	5430	4982	4518	4503	4066	4226	1655	1827	2912	413	205	219	469	208	106	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-206	LINE	LINE	0	0	0	87	0	0	133	0	285	0	0	332	421	639	262	761	2176	1055	497	528	553	0	331	36	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1915	LTR	LTR	0	0	0	0	0	0	0	0	1276	276	2187	3486	4733	9845	7499	5934	23870	32263	24211	21175	23468	16079	25123	11412	6475	8484	3399	2214	1841	1337	342	1129	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-808	LINE	LINE	132	1167	3323	21000	25709	28771	34605	26518	36976	26234	22095	15100	12638	11312	6605	3256	4702	4464	2957	3425	3388	2321	1625	1771	1370	871	356	129	230	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1053	Retro	Retro	0	0	0	0	0	0	231	685	417	439	590	608	783	734	633	136	327	267	267	352	169	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-164	LTR	Gypsy	0	0	0	0	0	0	0	0	34	53	803	0	314	119	0	0	0	449	1228	386	756	2738	5823	17984	24323	21801	10429	12474	14192	2755	2873	3062	268	333	40	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-442	LTR	Gypsy	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	21	99	0	91	0	127	0	0	0	567	198	2340	3591	2489	1107	125	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-441	SINE	SINE	132	9188	70359	167277	152257	133831	95902	83913	79815	67870	54606	41043	23194	17987	10559	11049	8755	7486	6368	3672	3528	3454	568	311	952	113	17	323	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-951	LTR	Copia	0	0	0	0	0	0	1371	2872	551	0	0	0	0	0	0	0	0	880	0	663	0	492	321	1386	2570	5328	6205	6649	3579	624	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-753	LTR	LTR	334	55	635	1405	4786	3769	6743	5716	6095	4479	3321	2221	1080	1120	369	234	185	198	0	245	42	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-451	LTR	LTR	34	0	0	0	1888	3248	19471	16525	20422	14662	11985	3533	2985	4216	3828	3160	5351	2557	2918	2723	3047	1924	2397	947	1037	610	225	128	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-9	DNA	DNA	47	0	0	201	347	2197	3745	5417	9330	9122	14427	14155	16181	18290	12259	12343	11428	8309	6200	3413	3632	2479	2485	881	375	342	146	336	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-134	LTR	LTR	0	0	0	0	0	0	44	0	0	51	459	380	933	1317	441	2168	1748	1795	3048	2490	3034	2071	2150	1220	760	806	225	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-346	LTR	Gypsy	0	0	0	0	0	0	530	0	1920	2851	1637	5997	3425	3830	586	0	0	316	0	63	766	855	2136	1975	945	533	166	0	262	23	0	90	94	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-482	LTR	LTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	659	193	1078	1859	3139	3581	1331	478	570	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-129	LTR	LTR	0	0	128	0	91	0	264	584	1147	193	1338	892	1081	1677	1211	1890	639	936	180	755	319	740	616	188	233	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-212	Retro	Retro	0	0	0	0	0	0	0	99	92	0	149	0	0	0	0	20	100	16	0	56	0	52	17	37	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-733	LTR	LTR	0	0	0	85	0	262	628	697	3005	2091	681	782	1248	1622	2150	2371	4025	6017	5280	3929	2632	743	991	1491	0	366	0	81	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-76	DNA	DNA	81	0	0	359	284	449	645	423	1039	680	428	250	455	53	145	100	87	0	0	182	0	16	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-396	Unknown	Unknown	0	0	0	3545	724	254	82	60	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-713	LTR	LTR	541	888	2821	2667	3752	2631	3922	1720	1415	1979	1897	2312	1336	1905	1973	983	440	1298	1002	939	1075	763	1056	910	255	257	485	212	109	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-970	DNA	DNA	0	0	0	0	0	73	78	38	197	401	100	611	2592	2163	4259	3693	6348	5082	7699	6900	7458	9273	8593	5611	5267	3729	2543	1692	1766	765	483	92	276	64	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-667	DNA	DNA	0	4670	4896	30097	25405	3898	3566	2611	1611	707	3361	2378	3268	2148	4826	4756	6276	3578	2597	2216	2617	1219	141	93	0	141	68	0	139	194	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3017	Unknown	Unknown	0	0	0	0	152	328	771	3786	3148	2760	2032	410	1311	931	277	422	64	63	492	295	434	326	111	286	453	109	377	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2005	LTR	LTR	0	0	0	0	0	1311	862	3320	5433	6026	3136	5843	7084	4294	8988	4207	6587	6006	6734	3616	6003	6643	2842	3457	2588	1993	2118	2232	176	0	523	286	718	2018	2076	522	886	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1033	DNA	DNA	0	133	38	277	0	875	415	217	817	205	770	407	336	320	140	139	144	241	235	173	227	0	16	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1097	LTR	LTR	0	0	0	0	0	136	0	758	409	662	811	337	473	197	37	322	145	126	142	142	0	110	116	128	109	21	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1114	LTR	Copia	0	0	0	0	0	449	540	1066	435	115	363	0	305	349	390	256	599	689	193	165	474	309	166	0	300	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-777	DNA	DNA	0	0	0	0	0	20	53	0	0	767	687	344	190	763	731	653	510	153	566	818	715	804	684	212	0	438	0	214	201	24	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-165	DNA	DNA	0	139	278	539	278	306	325	138	0	0	0	402	1043	254	382	270	0	327	0	0	95	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1094	LTR	LTR	456	514	1104	1814	2116	1256	1887	1748	938	969	835	239	331	111	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-269	LINE	L1	0	0	0	0	0	0	58	58	323	230	287	331	399	2281	687	594	1027	1238	2882	1493	5169	8969	11908	17513	12026	12385	9224	3961	4022	3923	1582	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-304	Retro	Retro	0	0	0	366	2848	4693	1077	323	43	331	0	2134	0	129	0	482	1193	280	307	441	1007	160	459	163	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-645	LTR	LTR	0	0	0	56	113	252	267	0	231	122	180	624	127	0	0	0	0	0	198	140	112	8	0	3	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-385	LTR	Gypsy	0	0	0	0	179	86	181	10918	10189	7106	2252	53	62	816	59	368	711	23	194	91	75	142	738	88	1470	2132	1979	1972	1541	209	609	24	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-5932	LTR	LTR	0	88	90	147	772	9646	25938	21216	9853	6310	4538	2147	743	1103	901	472	575	922	1277	1202	1529	446	492	689	0	319	0	276	112	103	525	0	89	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-781	DNA	DNA	0	0	0	0	0	0	0	39	200	211	35	0	0	0	0	0	164	357	75	115	254	134	41	142	20	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1165	DNA	DNA	0	190	847	361	421	1036	1013	811	845	1436	748	547	349	599	80	129	416	77	86	155	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-50	LTR	LTR	82	2507	4701	2939	2556	1392	1237	498	454	0	0	0	0	0	283	0	0	146	0	158	289	141	224	150	236	502	2252	1359	902	1152	349	368	294	0	169	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-786	LTR	LTR	0	0	182	2258	5404	11649	7189	6488	3817	2527	532	308	799	178	173	672	1519	876	818	910	1298	2495	967	862	838	681	649	209	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-880	DNA	MULE-MuDR	0	0	0	0	0	1023	4276	2092	3672	1960	2472	1788	2692	1607	881	2121	1186	1376	814	344	394	189	126	0	68	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1015	Retro	Retro	0	0	0	210	0	0	43	0	0	0	112	0	168	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-595	Retro	Retro	36	283	90	1354	11280	6921	5785	2769	3490	187	321	245	364	197	446	4359	1720	2624	3683	3291	1644	1188	642	175	179	17	0	74	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-529	LTR	LTR	87	0	0	145	564	2620	6478	32684	50342	39320	40437	27550	17978	12728	11083	10194	5538	5331	4213	4110	4244	3875	4138	2241	2740	1980	847	1674	1104	311	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-886	LINE	R1-LOA	0	229	0	1835	3553	3705	1664	2096	1620	619	1212	1704	2483	2345	1291	409	622	1754	836	908	54	154	593	199	0	179	133	0	137	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-299	Retro	Retro	0	0	0	0	0	0	0	0	82	2096	5809	7673	5952	1132	2176	2873	3470	5147	10872	10772	18760	20037	15269	12739	9345	9734	8000	4392	1697	1092	1438	288	463	35	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-653	DNA	MULE-MuDR	0	0	0	0	0	0	457	6046	6197	1152	1711	8875	4895	3658	5253	6023	5131	7669	2689	270	0	0	327	327	339	52	0	190	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1219	LINE	L1	0	0	0	0	0	0	0	0	535	0	2260	0	480	780	512	1828	1777	232	453	1108	538	2177	1409	4663	3337	2006	2109	2355	6825	9149	3839	2518	841	1058	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2824	DNA	DNA	0	0	0	751	1167	4615	5511	8559	7530	5257	4565	1539	1420	338	1410	1201	1146	846	1654	508	699	1268	494	630	541	1256	881	515	797	176	227	139	32	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-118	Retro	Retro	0	0	261	545	1077	491	1267	3307	5594	6341	850	1222	198	0	86	64	282	287	332	320	673	667	831	400	445	34	615	307	184	48	152	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1084	LTR	LTR	481	512	765	255	190	222	0	350	63	300	590	306	231	0	315	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1825	LTR	Gypsy	0	0	0	0	0	0	46	835	3781	10871	5115	3877	6511	2329	482	2499	1277	0	261	0	404	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4914	DNA	DNA	130	0	206	455	2384	4290	12343	22241	38198	38259	57226	65241	62369	69132	51949	40954	39068	38402	25900	16334	14244	7581	4882	4463	2672	2390	1978	986	343	267	127	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-945	DNA	DNA	0	0	0	0	0	0	0	0	0	65	0	69	208	67	146	52	177	0	452	0	66	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-498	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1169	DNA	DNA	0	0	0	0	0	36	0	0	0	0	0	0	77	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2019	Unknown	Unknown	0	0	0	203	572	701	972	1161	350	480	451	111	166	0	121	81	424	549	590	302	631	424	522	1637	517	417	372	624	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-565	LINE	LINE	0	57	332	395	172	996	2055	3135	6525	7246	9587	7344	4155	4348	1599	2008	1337	1447	869	1805	612	840	833	164	523	675	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1134	Retro	Retro	103	1151	2090	1915	439	1596	724	765	592	591	0	148	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-955	DNA	DNA	0	0	0	0	0	0	165	492	892	1350	1122	1253	1972	1948	2057	1512	1740	860	1231	665	809	731	736	494	499	420	144	380	115	262	133	33	214	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-785	SINE?	SINE?	1656	996	407	202	241	842	627	908	743	555	664	262	685	233	350	476	194	256	91	250	226	0	182	145	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4572	Retro	Retro	0	0	0	0	0	36	0	218	134	428	289	2939	1921	1768	258	333	640	1381	44	435	287	336	82	1422	941	2653	1219	1031	1227	1582	1294	2594	209	602	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-259	SINE	SINE	0	0	0	0	0	0	0	106	0	121	657	0	0	52	238	81	635	2264	1976	3188	3111	2386	2140	1742	1309	1150	308	537	341	165	92	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1112	LTR	Copia	0	0	0	53	85	885	2545	5159	1589	2484	646	805	3209	5776	1825	3004	1892	3057	3480	2265	2434	1702	852	1228	986	476	0	415	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-7848	Unknown	Unknown	0	0	0	0	0	1345	3417	2064	1443	46	632	0	0	0	0	217	792	208	1391	1347	1677	3065	0	206	1399	234	228	570	612	1262	1334	2714	2300	632	682	1092	833	217	238	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-462	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	104	0	0	0	301	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-441	LINE	LINE	0	0	0	0	0	511	2393	3341	4249	2618	1044	1086	662	707	480	1517	0	681	0	566	890	555	734	979	114	748	0	143	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-894	DNA	CMC-EnSpm	0	0	168	0	0	297	1295	608	476	63	3283	860	220	48	590	246	259	462	673	1327	1794	2565	2056	872	933	983	256	587	381	247	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-856	DNA	DNA	0	0	0	0	0	0	0	0	48	0	125	0	625	0	473	634	267	0	13	27	115	299	393	273	387	510	90	0	163	0	142	112	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-8971	DNA	DNA	0	0	0	0	0	0	151	6330	0	2979	5460	243	5777	1562	1230	685	406	206	54	273	595	845	1188	220	1714	2801	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2498	Retro	Retro	0	0	0	0	0	0	50	0	0	53	214	161	626	1315	1341	2824	2799	2585	5145	4323	5967	4937	4107	3289	2409	1833	735	96	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-999	LINE	LINE	0	0	0	0	0	482	0	0	637	0	315	0	0	1049	277	1384	2529	1223	1997	2994	1017	858	1397	1057	872	814	766	218	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-407	LINE	LINE	8811	7791	4195	3653	2698	1068	1160	571	393	326	425	43	239	233	31	0	14	0	92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-40	DNA	DNA	0	0	0	66	0	0	955	0	0	5878	7085	8886	14364	9844	17169	13951	17328	13063	5947	3818	1353	33	117	290	349	133	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-58	DNA	DNA	32	293	4325	12275	20662	16686	9368	15206	28515	8791	8315	4238	3673	893	1063	1099	405	670	60	163	484	524	33	33	186	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3361	LTR	Copia	365	1219	1492	4226	1370	2636	593	513	991	1372	327	1101	559	853	910	1316	987	273	2160	1946	880	1259	1387	218	1020	764	159	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-427	LTR	Copia	35	0	151	141	182	687	3929	9178	12252	15509	16744	13655	14707	18668	19124	19343	15269	13184	11917	11055	6871	3473	2741	2182	877	446	158	327	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-380	LINE	LINE	0	0	0	0	0	0	119	825	435	0	0	125	0	0	0	0	0	0	0	0	0	83	156	94	457	0	152	308	223	277	0	0	93	93	177	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-356	LINE	L1	0	0	0	0	0	0	0	0	0	0	0	0	1492	68	76	454	3224	9115	15734	41826	65957	97224	87957	56826	46648	29429	33121	17992	9637	1862	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-846	LTR	Copia	44	0	82	275	148	690	1122	2752	1442	1757	1515	755	938	845	1644	1289	1620	825	1248	391	400	649	585	122	414	277	462	135	10	20	10	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-817	LTR	Gypsy	0	0	1376	2433	271	1062	394	0	0	0	0	12	0	0	251	206	0	25	184	0	0	3	0	21	0	39	0	0	0	17	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3726	LTR	LTR	201	3463	15712	25873	11570	7208	6082	3775	2566	1592	2097	1517	1076	1121	1135	1050	2181	917	694	1833	326	694	1463	681	72	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6571	Retro	Retro	0	0	0	0	123	0	0	1282	3075	546	1730	627	227	458	525	2132	3048	2065	3924	2596	1400	3545	4334	2764	1189	519	1245	1251	445	463	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1153	DNA	DNA	0	582	0	361	199	59	268	201	0	65	67	0	58	0	63	0	4	0	62	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-4	DNA	TcMar-Stowaway	0	0	819	2561	4996	10326	10453	11446	11689	11772	12483	11407	8435	5769	5679	5637	8756	7288	8445	9199	7041	9908	6791	5711	3637	1003	899	390	114	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-105	DNA	DNA	0	0	127	133	416	435	1044	1658	3217	3987	4073	2186	3638	1890	2111	1377	1283	1058	1310	1100	1773	507	873	608	1005	740	195	510	706	116	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2593	LTR	LTR	0	0	40	0	456	643	173	1610	440	1883	6126	6989	3167	4537	7998	1681	1122	2290	56	542	1194	1746	6521	3436	3522	3611	3054	4334	3604	6687	4753	1479	536	473	1	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-643	DNA	DNA	0	0	0	0	514	125	301	1055	1322	1694	1508	1995	2139	2465	3168	2999	2650	1588	1237	1147	764	884	263	493	136	201	134	11	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-682	LTR	LTR	0	0	0	0	96	0	0	0	0	209	403	2121	2557	2135	1256	1274	484	1119	566	139	415	100	266	217	42	34	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-618	DNA	DNA	0	0	0	0	0	130	199	210	583	210	430	665	858	966	1056	1789	1401	1256	1106	887	1563	1009	1122	735	517	940	549	171	82	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5802	DNA	hAT-Ac	0	0	0	1979	1182	1061	652	602	442	962	517	1125	1271	1569	643	1179	514	250	633	802	725	364	1111	391	706	428	384	347	193	208	495	0	0	139	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3493	DNA	DNA	0	73	0	0	0	544	2555	3231	3449	2692	5851	4775	3344	2298	1410	1066	361	342	242	0	425	527	749	251	598	393	0	190	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-53	LTR	LTR	0	59	0	76	83	53	317	356	1133	1841	3452	3692	4804	9351	9831	14106	16173	19626	19137	17613	17708	12317	12320	5322	4717	1663	1443	299	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-625	LTR	LTR	0	0	0	0	0	0	0	335	3807	9563	5878	6100	1958	1570	438	4458	3965	3708	1944	1501	1585	67	795	458	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-528	LTR	Gypsy	31	78	0	0	0	0	156	0	758	6028	4057	6481	8824	10711	3775	3711	2270	4376	5005	991	3015	2841	2537	4939	3003	3497	3361	356	144	940	40	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1072	DNA	DNA	34	0	0	0	0	57	52	114	114	0	390	84	210	43	0	0	49	0	0	0	12	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-26	LINE	LINE	495	140	813	153	639	1295	828	1628	756	1824	1950	781	455	1366	579	812	217	246	613	599	480	326	405	384	350	19	104	24	19	188	130	0	126	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-974	LTR	LTR	0	0	0	0	0	67	0	164	164	611	349	1473	671	1280	620	701	1375	1123	1009	1609	1965	1135	1959	1141	650	935	688	541	556	401	273	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1807	LTR	LTR	0	0	0	0	0	0	0	0	0	77	106	43	355	667	796	2572	1445	4380	1378	2809	4494	2979	2404	1851	3220	871	853	1649	137	500	65	159	137	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-267	SINE	tRNA-RTE	0	0	0	0	0	41	0	88	82	135	269	631	1313	1534	1589	2756	3650	4481	5777	5799	7981	9041	6659	8063	6963	6117	4643	2994	1928	1111	855	371	109	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
