#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

rnd-1_family-58	DNA	DNA	nd	564	564	138079	7.35783312451658	nd	2.73344042178621	nd	1.63729676489527	nd	0.000771052496178242	nd
rnd-1_family-89	LTR	LTR	nd	49	49	5920	16.7210760135135	nd	6.34409966216236	nd	4.88761486486488	nd	3.30581100484157e-05	nd
rnd-1_family-880	DNA	MULE-MuDR	nd	168	168	29583	11.5323594632049	nd	2.91857147686123	nd	2.69743264712873	nd	0.000165195619858494	nd
rnd-1_family-406	LTR	Copia	nd	370	370	131338	15.3523614643125	nd	2.73515250727006	nd	1.96093529671564	nd	0.000733409807016693	nd
rnd-5_family-8022	LINE	LINE	nd	66	66	11556	14.2468111803392	nd	2.82184839044621	nd	2.35613880235375	nd	6.45303242769412e-05	nd
rnd-5_family-1447	LINE	LINE	nd	1444	1444	175433	14.5097746148082	nd	2.95820278966856	nd	3.23802272092413	nd	0.000979642469615493	nd
rnd-6_family-580	DNA	DNA	nd	237	237	42509	14.3120508598141	nd	4.16099296619575	nd	4.64855418852397	nd	0.000237376216224342	nd
rnd-1_family-592	LTR	Copia	nd	135	135	89180	18.1029755550602	nd	4.03083527696931	nd	3.68351906257177	nd	0.000497993624006371	nd
rnd-1_family-789	DNA	DNA	nd	181	181	20183	10.6855487291284	nd	0.793203190804132	nd	1.16352772134961	nd	0.000112704701876212	nd
rnd-5_family-4892	LTR	LTR	nd	654	654	73397	19.3564035314769	nd	5.26678569968866	nd	4.84333242503053	nd	0.000409859139058035	nd
rnd-5_family-4483	DNA	DNA	nd	167	167	29668	13.3343073345027	nd	3.52838378050414	nd	3.43861601725789	nd	0.000165670271776419	nd
rnd-1_family-689	Retro	Retro	nd	11	11	505	13.5540990099009	nd	0.337722772277227	nd	2.81853465346535	nd	2.81999080649492e-06	nd
rnd-1_family-202	LINE	LINE	nd	7	7	650	13.9798153846154	nd	6.44821538461538	nd	7.29226153846144	nd	3.62969113707267e-06	nd
rnd-4_family-692	LTR	LTR	nd	234	234	38877	18.8768222856699	nd	4.10211050235377	nd	5.89323301695038	nd	0.000217094618978422	nd
rnd-1_family-856	DNA	DNA	nd	48	48	4779	19.9777191881144	nd	2.5793869010253	nd	1.55169491525421	nd	2.66866060678005e-05	nd
rnd-1_family-1040	DNA	DNA	nd	210	210	7510	14.7171757656456	nd	0.285331557922771	nd	0.427262316910788	nd	4.19368929837166e-05	nd
rnd-1_family-1088	nonLTR	nonLTR	nd	52	52	4014	9.22098156452427	nd	3.4798281016443	nd	1.93917289486794	nd	2.24147388064765e-05	nd
rnd-1_family-29	DNA	DNA	nd	244	244	46042	4.93552473828275	nd	2.28570870075135	nd	0.842491420876731	nd	0.000257104983589385	nd
rnd-5_family-615	DNA	PIF-Harbinger	nd	310	310	136402	11.1341748654749	nd	2.80804540989168	nd	1.98433717980597	nd	0.000761687893044595	nd
rnd-1_family-838	DNA	DNA	nd	1	1	44	15.91	nd	0	nd	0	nd	2.45702169278765e-07	nd
rnd-1_family-1044	LTR	LTR	nd	127	127	29993	20.3681819091125	nd	2.83920781515667	nd	1.22823658853715	nd	0.000167485117344955	nd
rnd-6_family-1537	LTR	Gypsy	nd	254	254	128410	11.069943695976	nd	3.2506143602521	nd	3.00414998831926	nd	0.000717059444479234	nd
rnd-1_family-908	LTR	LTR	nd	37	37	2617	8.0175047764615	nd	7.40335116545655	nd	1.33847153228885	nd	1.46136949318757e-05	nd
rnd-1_family-454	LTR	LTR	nd	429	429	355709	22.3026249546589	nd	1.76220098451256	nd	0.989270021280437	nd	0.00198632893027228	nd
rnd-6_family-1330	LTR	LTR	nd	73	73	8189	18.6628672609599	nd	2.57939430943953	nd	0.513013798998656	nd	4.57285241869048e-05	nd
rnd-1_family-216	LTR	LTR	nd	1058	1058	290939	15.5718545468344	nd	4.05663070265633	nd	3.35538439329105	nd	0.00162464416881352	nd
rnd-6_family-53	LINE	LINE	nd	148	148	29438	12.0774757116655	nd	4.64845064202711	nd	5.18936510632533	nd	0.000164385919527916	nd
rnd-1_family-735	LINE	LINE	nd	44	44	3313	27.8206881980083	nd	4.29335949290674	nd	3.35536673709628	nd	1.85002565186489e-05	nd
rnd-5_family-2828	LINE	LINE	nd	381	381	68026	17.2764676741256	nd	4.35958853967741	nd	5.67852541675289	nd	0.000379866721985393	nd
rnd-5_family-6847	SINE	SINE	nd	334	334	30746	17.1091566382612	nd	2.25422851753077	nd	3.82010342808803	nd	0.000171689974923748	nd
rnd-4_family-1364	Retro	Retro	nd	435	435	65253	16.3770436608292	nd	1.74774048702747	nd	18.247897414677	nd	0.00036438190118062	nd
rnd-5_family-4230	LTR	LTR	nd	104	104	24831	17.1976174942606	nd	5.71986951794032	nd	2.78493375216475	nd	0.000138659785576387	nd
rnd-1_family-124	DNA	DNA	nd	1507	1507	267165	12.5993381992421	nd	6.27649467557401	nd	5.95855269215574	nd	0.00149188681944003	nd
rnd-1_family-445	DNA	DNA	nd	445	445	55713	16.0976439969129	nd	1.30984258611098	nd	5.13572738858116	nd	0.000311109203568815	nd
rnd-1_family-1161	LTR	LTR	nd	87	87	6101	7.42538764137033	nd	3.92410260613027	nd	1.10279134568106	nd	3.40688394265852e-05	nd
rnd-1_family-498	LTR	Gypsy	nd	3	3	424	23.9699999999999	nd	0.470518867924527	nd	0.470518867924527	nd	2.36767544941356e-06	nd
rnd-3_family-87	Unknown	Unknown	nd	6901	6901	1063519	7.76806189640661	nd	2.75129132624505	nd	1.69090430918706	nd	0.00593883921293599	nd
rnd-1_family-863	DNA	CMC-EnSpm	nd	31	31	1748	18.5833123569795	nd	4.18015446224258	nd	11.5736727688788	nd	9.76107708862005e-06	nd
rnd-6_family-8971	DNA	DNA	nd	65	65	33435	14.0306466277888	nd	3.93045102437534	nd	2.24232809929704	nd	0.000186705727950807	nd
rnd-1_family-365	DNA	hAT-Charlie	nd	125	125	16613	20.9846084391744	nd	2.62678203816281	nd	2.61419972310859	nd	9.27693213233666e-05	nd
rnd-1_family-898	LINE	LINE	nd	97	97	22120	15.7568037974672	nd	3.72555289330897	nd	4.07388969258607	nd	0.000123521181464688	nd
rnd-1_family-792	Unknown	Unknown	nd	5	5	284	21.081690140845	nd	1.06584507042254	nd	0.589507042253521	nd	1.58589581989021e-06	nd
rnd-5_family-447	DNA	DNA	nd	87	87	21848	5.94338154522154	nd	1.07873306481146	nd	3.00147748077601	nd	0.000122002295327329	nd
rnd-4_family-1984	LTR	LTR	nd	465	465	81635	12.9597174006254	nd	3.47310969559603	nd	4.32498033931561	nd	0.000455861286115273	nd
rnd-4_family-32	LTR	Gypsy	nd	1413	1413	1197564	12.1288295322841	nd	3.14390488525023	nd	3.06828558640879	nd	0.00668736528750354	nd
rnd-1_family-413	LTR	LTR	nd	517	517	140567	15.3874671153264	nd	4.0606675820069	nd	5.21777038707585	nd	0.000784945837022914	nd
rnd-5_family-1181	LTR	LTR	nd	168	168	18863	12.7275242538314	nd	1.94252982028313	nd	2.11470550813738	nd	0.000105333636797849	nd
rnd-1_family-424	DNA	MULE-MuDR	nd	23	23	1782	16.4470931537601	nd	3.21138047138049	nd	1.54120089786757	nd	9.95093785579e-06	nd
rnd-1_family-157	DNA	DNA	nd	82	82	29946	20.7449178521295	nd	5.67220496894403	nd	7.03079643358029	nd	0.000167222662755043	nd
rnd-5_family-6	Retro	Retro	nd	4688	4688	864533	15.2440589196617	nd	6.1229372620842	nd	1.90722149414691	nd	0.00482767348893361	nd
rnd-1_family-1156	DNA	DNA	nd	178	178	19858	14.2864649007951	nd	3.03042199617266	nd	3.52691056501154	nd	0.000110889856307676	nd
rnd-1_family-206	LINE	LINE	nd	46	46	8113	16.0968026623936	nd	2.68709971650434	nd	4.74586959201296	nd	4.53041295308778e-05	nd
rnd-6_family-1086	LINE	LINE	nd	84	84	19698	12.998785663519	nd	6.04212458117593	nd	4.10941313839006	nd	0.000109996393873935	nd
rnd-1_family-1013	LINE	LINE	nd	10	10	1234	25.919059967585	nd	4.65379254457052	nd	2.99520259319287	nd	6.8908290202272e-06	nd
rnd-5_family-33	LINE	LINE	nd	227	227	29395	17.3857455349537	nd	4.09155434597666	nd	8.27232046266335	nd	0.000164145801498848	nd
rnd-1_family-563	nonLTR	nonLTR	nd	253	253	23188	15.6553480248409	nd	3.1697878212869	nd	3.37437597032948	nd	0.000129485043209909	nd
rnd-4_family-72	LTR	LTR	nd	947	947	89212	17.0084782316282	nd	7.89462045464836	nd	6.87039523830762	nd	0.000498172316493119	nd
rnd-6_family-384	LTR	Copia	nd	114	114	40739	21.2433493703855	nd	2.85118068681139	nd	2.40855028351255	nd	0.000227492288051082	nd
rnd-4_family-609	LTR	LTR	nd	1038	1038	306109	17.7795098477992	nd	7.32386858929369	nd	7.60878128378869	nd	0.00170935557581258	nd
rnd-1_family-577	LTR	Gypsy	nd	304	304	301794	21.7752430796926	nd	1.25453375481314	nd	1.73605678045331	nd	0.00168526001080263	nd
rnd-1_family-648	LTR	Copia	nd	76	76	38464	15.8467689267939	nd	1.3436119488351	nd	0.853615848585546	nd	0.000214788369071328	nd
rnd-5_family-6925	DNA	DNA	nd	58	58	27280	18.9584798387121	nd	4.51941422287329	nd	5.599311583579	nd	0.000152335344952835	nd
rnd-1_family-931	SINE	SINE	nd	202	202	14788	12.9167568298619	nd	5.85807005680286	nd	2.92350892615632	nd	8.25782654385087e-05	nd
rnd-1_family-444	DNA	TcMar-Stowaway	nd	1268	1268	253517	16.59294769187	nd	2.74699905726211	nd	2.39245936170148	nd	0.00141567447384193	nd
rnd-4_family-393	DNA	DNA	nd	379	379	49273	16.8884973514897	nd	2.48402147220619	nd	3.85372090191364	nd	0.000275147340610741	nd
rnd-4_family-1054	nonLTR	nonLTR	nd	122	122	17036	13.7545797135476	nd	4.53440420286454	nd	2.59878610002366	nd	9.51314126325693e-05	nd
rnd-1_family-947	LTR	LTR	nd	211	211	67821	10.9570408870366	nd	3.36239011515734	nd	3.44180710989267	nd	0.000378721973242163	nd
rnd-5_family-489	SINE	tRNA	nd	37	37	9463	15.2903349889039	nd	2.52807566310905	nd	2.69632040579104	nd	5.28427188155672e-05	nd
rnd-5_family-603	LINE	LINE	nd	171	171	60465	21.8709378979632	nd	3.87016240800453	nd	5.44934689489915	nd	0.000337645037850922	nd
rnd-5_family-7655	DNA	DNA	nd	82	82	38095	14.6031791573672	nd	1.96618296364408	nd	2.18632576453603	nd	0.000212727821333513	nd
rnd-1_family-1005	DNA	DNA	nd	18	18	1346	15.0359881129274	nd	3.26903417533433	nd	2.54472511144128	nd	7.51625272384587e-06	nd
rnd-5_family-14231	Retro	Retro	nd	63	63	12821	21.2796302940492	nd	1.9488994618204	nd	1.75234381093523	nd	7.15942616437057e-05	nd
rnd-6_family-453	DNA	DNA	nd	2082	2082	406192	15.0623243195406	nd	3.30635721530745	nd	1.93019837909012	nd	0.00226823308053819	nd
rnd-1_family-264	DNA	DNA	nd	300	300	27188	20.2553946594076	nd	1.76298072679103	nd	5.51125974694688	nd	0.000151821604053434	nd
rnd-1_family-736	SINE	SINE	nd	97	97	6403	12.5090473215685	nd	11.3444775886297	nd	1.94377791660136	nd	3.57552497702713e-05	nd
rnd-5_family-1036	LTR	LTR	nd	222	222	63560	17.2373912838255	nd	4.69702108244197	nd	5.39004767149163	nd	0.000354927951803599	nd
rnd-5_family-758	LTR	LTR	nd	48	48	6090	12.3391855500822	nd	0.683034482758628	nd	0.480917898193761	nd	3.40074138842655e-05	nd
rnd-1_family-1061	LTR	Gypsy	nd	139	139	15807	10.5832732333773	nd	0.845707597899676	nd	0.69116467387867	nd	8.82685043133965e-05	nd
rnd-1_family-79	LTR	LTR	nd	552	552	117402	8.80928433927961	nd	2.30238190150063	nd	1.06105364474203	nd	0.000655589229037855	nd
rnd-1_family-394	LTR	LTR	nd	793	793	163512	11.8948257620246	nd	3.19070459660329	nd	2.7531995205226	nd	0.00091307393416158	nd
rnd-1_family-1050	LTR	LTR	nd	20	20	1147	12.316556233653	nd	3.9405056669573	nd	4.00443766346994	nd	6.40500882188055e-06	nd
rnd-1_family-729	DNA	DNA	nd	503	503	60168	18.108631997076	nd	3.16424810530559	nd	1.93255650844239	nd	0.00033598654820829	nd
rnd-5_family-238	LTR	Gypsy	nd	223	223	43181	17.5460700308018	nd	4.92055302100453	nd	3.29681410805656	nd	0.000241128758446054	nd
rnd-5_family-4891	DNA	DNA	nd	206	206	40319	19.3945616210671	nd	3.99391329149994	nd	3.21565118182442	nd	0.000225146949162512	nd
rnd-1_family-275	Retro	Retro	nd	82	82	12780	13.8067989045386	nd	2.92944757433477	nd	3.03653051643187	nd	7.13653118950596e-05	nd
rnd-5_family-731	LTR	Gypsy	nd	602	602	156598	17.0068620927406	nd	3.91562906295226	nd	3.1390029246867	nd	0.000874465188743548	nd
rnd-6_family-10069	Unknown	Unknown	nd	595	595	62994	15.2189551385846	nd	3.59845207480074	nd	2.06364129917133	nd	0.00035176732844424	nd
rnd-1_family-281	LTR	Gypsy	nd	531	531	211044	16.8746884062059	nd	2.28525345425576	nd	1.81805187543913	nd	0.00117849928666518	nd
rnd-5_family-963	Retro	Retro	nd	107	107	13957	11.0058716056452	nd	4.38316973561642	nd	4.7536562298486	nd	7.79378449232666e-05	nd
rnd-3_family-263	LTR	Gypsy	nd	842	842	843072	16.9662099559743	nd	3.48388894423691	nd	4.08421345982234	nd	0.0047078322558679	nd
rnd-5_family-2407	SINE	tRNA	nd	425	425	120560	20.2082254479024	nd	5.99156444923773	nd	8.32523929993273	nd	0.000673223943823818	nd
rnd-1_family-1041	Retro	Retro	nd	181	181	27403	17.290969601868	nd	2.12229500419662	nd	1.49958033791909	nd	0.000153022194198773	nd
rnd-1_family-228	SINE	SINE	nd	533	533	65072	16.5609109909032	nd	8.87130547700888	nd	1.95080879641007	nd	0.000363371171802451	nd
rnd-5_family-1799	DNA	hAT-Ac	nd	172	172	30766	18.1191051810439	nd	3.9966622245332	nd	5.57670805434601	nd	0.000171801657727966	nd
rnd-1_family-719	DNA	DNA	nd	331	331	36056	13.3808797426223	nd	1.83879631684064	nd	2.53462225427134	nd	0.000201341759443527	nd
rnd-1_family-1042	LTR	LTR	nd	93	93	25313	12.2682633429464	nd	3.0887887646668	nd	2.54914233792902	nd	0.000141351341158032	nd
rnd-6_family-1340	LINE	L1	nd	399	399	66219	20.0661434029482	nd	2.11901991875435	nd	2.555945272505	nd	0.000369776180624331	nd
rnd-6_family-3196	LTR	Gypsy	nd	60	60	10682	19.155743306498	nd	4.49138363602319	nd	3.96189103164208	nd	5.96497857326312e-05	nd
rnd-1_family-71	LINE	RTE-BovB	nd	298	298	19818	17.3726077303456	nd	1.47874810778084	nd	1.80622514885455	nd	0.00011066649069924	nd
rnd-1_family-884	DNA	DNA	nd	176	176	42351	7.43202875965115	nd	3.53340865623054	nd	2.52343321291132	nd	0.000236493922071023	nd
rnd-1_family-324	LINE	LINE	nd	87	87	86588	13.6296034092418	nd	1.71641590058695	nd	1.61303829629943	nd	0.000483519532579767	nd
rnd-1_family-878	DNA	DNA	nd	17	17	4475	14.9489497206698	nd	2.22712402234636	nd	3.24278882681578	nd	2.49890274436926e-05	nd
rnd-1_family-625	LTR	LTR	nd	104	104	49918	13.6758702271695	nd	3.4138743539405	nd	2.17793741736485	nd	0.000278749111046759	nd
rnd-1_family-360	DNA	DNA	nd	360	360	25763	18.5316570275197	nd	2.74935217171919	nd	1.48362884757209	nd	0.000143864204252928	nd
rnd-6_family-1819	LINE	L2	nd	194	194	44365	9.76572703707945	nd	1.39283579398169	nd	2.48056440888044	nd	0.000247740380455737	nd
rnd-1_family-463	DNA	hAT-Ac	nd	825	825	262938	9.32548368816969	nd	3.07101080863318	nd	1.51044873696167	nd	0.00146828265876864	nd
rnd-1_family-83	LTR	Gypsy	nd	146	146	69127	10.0087450634312	nd	2.01123092279371	nd	2.49448970735055	nd	0.000386014860357573	nd
rnd-1_family-379	DNA	DNA	nd	123	123	12630	13.8887086302456	nd	3.68397703879671	nd	2.06565399841649	nd	7.05276908634275e-05	nd
rnd-1_family-548	LINE	L1	nd	137	137	17077	19.0892404989172	nd	2.58943022779164	nd	2.92268196990098	nd	9.53603623812154e-05	nd
rnd-1_family-979	LINE	LINE	nd	72	72	20429	11.4030358803666	nd	1.81622840080295	nd	0.508545694845611	nd	0.000114078400368089	nd
rnd-5_family-1048	DNA	DNA	nd	156	156	17237	15.7954406219186	nd	3.41965017114347	nd	2.9292376863722	nd	9.62538248149564e-05	nd
rnd-5_family-843	DNA	hAT-Ac	nd	177	177	27376	22.7607502922271	nd	7.20813011396881	nd	8.14914487141995	nd	0.000152871422413079	nd
rnd-1_family-242	LTR	LTR	nd	353	353	39212	9.226216719371	nd	1.6697388554527	nd	1.28575563603018	nd	0.000218965305949067	nd
rnd-1_family-273	LTR	Copia	nd	927	927	669855	23.6971298863482	nd	2.55626113113876	nd	2.33119712475253	nd	0.00374056424095972	nd
rnd-1_family-1127	LTR	Gypsy	nd	15	15	3392	26.3445990566034	nd	2.89001179245275	nd	5.31263266509452	nd	1.89414035953085e-05	nd
rnd-1_family-1054	DNA	hAT-Ac	nd	138	138	17547	9.99098820311118	nd	0.654806519632995	nd	1.95841112440871	nd	9.79849082803295e-05	nd
rnd-1_family-693	LINE	LINE	nd	440	440	35671	10.573096913459	nd	2.8732768915921	nd	1.62328446076634	nd	0.000199191865462337	nd
rnd-1_family-912	DNA	DNA	nd	124	124	19293	9.17569014668511	nd	0.958008085834207	nd	1.83909293526154	nd	0.000107734817088528	nd
rnd-1_family-554	Unknown	Unknown	nd	79	79	10991	8.15277681739605	nd	0.651201892457444	nd	0.621787826403425	nd	6.13752850577935e-05	nd
rnd-5_family-5252	LTR	LTR	nd	35	35	1816	12.9598182819384	nd	0.605379955947136	nd	3.22069933920703	nd	1.014079862296e-05	nd
rnd-1_family-904	LINE	LINE	nd	50	50	6489	19.2570950839872	nd	6.25589613191562	nd	4.67740792109724	nd	3.6235485828407e-05	nd
rnd-1_family-666	DNA	DNA	nd	4	4	197	7.48781725888326	nd	0.339796954314721	nd	0.793604060913706	nd	1.10007562154356e-06	nd
rnd-1_family-711	LTR	Copia	nd	280	280	208348	9.22435948509694	nd	2.73914829996018	nd	2.3189646648872	nd	0.00116344444465664	nd
rnd-1_family-527	LINE	LINE	nd	364	364	71142	13.3916472688412	nd	4.25573486829134	nd	4.02885707458288	nd	0.000397266902882499	nd
rnd-1_family-353	LTR	Copia	nd	156	156	35248	27.0786180776204	nd	2.72559123921971	nd	2.59792810939616	nd	0.000196829774153135	nd
rnd-1_family-176	LTR	Gypsy	nd	552	552	241107	22.5135437378333	nd	1.83091975761827	nd	1.78343627518087	nd	0.00134637529382489	nd
rnd-1_family-526	DNA	DNA	nd	1106	1106	127082	11.2042626020998	nd	4.29191529878415	nd	10.760840559636	nd	0.000709643706279184	nd
rnd-1_family-8	DNA	TcMar-Stowaway	nd	3186	3186	551469	15.6081960545302	nd	2.09518145172155	nd	1.17015649111733	nd	0.00307948021795435	nd
rnd-6_family-1005	LINE	RTE-BovB	nd	113	113	42580	16.7612341474863	nd	1.09917590418029	nd	0.824503757632503	nd	0.000237772690179314	nd
rnd-1_family-384	LTR	LTR	nd	1	1	56	3.63999999999999	nd	0	nd	1.82	nd	3.12711851809338e-07	nd
rnd-1_family-715	Retro	Retro	nd	267	267	30974	13.0789962549241	nd	3.35523697294493	nd	4.18624523794122	nd	0.000172963158891829	nd
rnd-6_family-1667	LTR	LTR	nd	461	461	75461	18.1773876572023	nd	4.43443142815499	nd	8.95688753130616	nd	0.000421384804453294	nd
rnd-1_family-731	Unknown	Unknown	nd	68	68	4770	20.2369412997896	nd	3.88599790356401	nd	1.73596436058703	nd	2.66363488059025e-05	nd
rnd-5_family-5109	LTR	LTR	nd	52	52	4398	20.118565256935	nd	1.8349113233288	nd	2.96542064574806	nd	2.45590486474548e-05	nd
rnd-1_family-883	DNA	DNA	nd	47	47	7778	13.4239663152489	nd	1.57938673180766	nd	1.31150938544611	nd	4.34334425602327e-05	nd
rnd-6_family-130	Retro	Retro	nd	115	115	19346	11.2377473379509	nd	5.18340845652847	nd	2.60336193528385	nd	0.000108030776519704	nd
rnd-5_family-698	DNA	hAT-Ac	nd	274	274	31940	18.8075463368823	nd	3.88913306199106	nd	8.54039073262337	nd	0.00017835743833554	nd
rnd-6_family-2073	DNA	DNA	nd	480	480	72347	15.7914112540915	nd	5.90782921199186	nd	2.77352924101905	nd	0.00040399579183661	nd
rnd-1_family-945	DNA	DNA	nd	20	20	1525	16.8914688524591	nd	3.96763934426224	nd	7.27761311475407	nd	8.51581382159358e-06	nd
rnd-1_family-798	LINE	L1	nd	50	50	11055	23.3923238353693	nd	1.90529534147439	nd	2.46939484396212	nd	6.17326700312898e-05	nd
rnd-6_family-7548	Unknown	Unknown	nd	71	71	12823	19.676039148405	nd	8.51776885284202	nd	4.34839585120508	nd	7.16054299241275e-05	nd
rnd-1_family-62	LTR	Copia	nd	259	259	16810	13.0277578822122	nd	2.77751933372991	nd	4.28966567519344	nd	9.38693969449102e-05	nd
rnd-1_family-534	LTR	Gypsy	nd	62	62	17381	26.3752672458441	nd	2.15960991887697	nd	1.74278062251894	nd	9.70579410053233e-05	nd
rnd-1_family-395	LTR	Gypsy	nd	120	120	68117	13.1206516728555	nd	1.53841581396747	nd	1.79371126150629	nd	0.000380374878744583	nd
rnd-3_family-514	LTR	LTR	nd	840	840	177447	15.1891447023597	nd	5.36744729412059	nd	3.14525514660795	nd	0.000990888928000207	nd
rnd-1_family-506	LTR	LTR	nd	8	8	384	11.6851562499999	nd	0.781015625	nd	0	nd	2.14430984097832e-06	nd
rnd-1_family-723	DNA	DNA	nd	264	264	37619	10.3457686275558	nd	15.0337154097662	nd	2.57165554639933	nd	0.000210069770593134	nd
rnd-1_family-597	LTR	LTR	nd	10	10	999	31.6086186186184	nd	1.75097097097096	nd	1.40750750750749	nd	5.57855607067015e-06	nd
rnd-1_family-278	LTR	LTR	nd	1	1	30	3.33	nd	0	nd	0	nd	1.67524206326431e-07	nd
rnd-5_family-68	DNA	TcMar-Stowaway	nd	928	928	157676	14.6598462670294	nd	1.53164108678522	nd	2.26513781425269	nd	0.000880484891890878	nd
rnd-1_family-833	Retro	Retro	nd	200	200	16985	8.21248748896042	nd	3.44526758904915	nd	0.708737120989147	nd	9.48466214818144e-05	nd
rnd-4_family-44	LINE	LINE	nd	90	90	19495	18.1573439343401	nd	11.6027171069517	nd	5.69412259553735	nd	0.000108862813411126	nd
rnd-6_family-677	LTR	Cassandra	nd	65	65	9682	8.57225573228682	nd	1.07360359429873	nd	1.26102251600911	nd	5.40656455217502e-05	nd
rnd-1_family-892	SINE	SINE	nd	140	140	7153	10.9074891653849	nd	0.416071578358732	nd	2.43947574444291	nd	3.9943354928432e-05	nd
rnd-1_family-949	DNA	DNA	nd	78	78	10696	16.4828468586383	nd	2.7492417726253	nd	3.56660246821261	nd	5.97279636955835e-05	nd
rnd-5_family-234	Unknown	Unknown	nd	146	146	26815	11.1794525452186	nd	3.95360171545719	nd	4.16600223755337	nd	0.000149738719754775	nd
rnd-1_family-61	LTR	Gypsy	nd	493	493	478932	5.94595211847066	nd	1.58781421997308	nd	1.11240994546196	nd	0.00267442343947768	nd
rnd-1_family-650	DNA	DNA	nd	26	26	1491	8.78378269617726	nd	1.91900067069079	nd	0.630878604963116	nd	8.32595305442362e-06	nd
rnd-1_family-680	DNA	DNA	nd	51	51	4209	13.544832501782	nd	3.0245331432644	nd	8.80495129484444	nd	2.35036461475983e-05	nd
rnd-6_family-1085	DNA	DNA	nd	1322	1322	117543	15.7256008439476	nd	2.78194830827865	nd	3.01436895434052	nd	0.000656376592807589	nd
rnd-1_family-1142	LTR	LTR	nd	117	117	14092	14.1624850979278	nd	0.880527959125794	nd	0.799110133409037	nd	7.86917038517355e-05	nd
rnd-4_family-689	LINE	LINE	nd	344	344	49926	25.9276497215863	nd	3.69667227496703	nd	6.1025407603245	nd	0.000278793784168447	nd
rnd-1_family-694	Unknown	Unknown	nd	43	43	2491	14.0396748293859	nd	1.90274989963868	nd	3.27302288237655	nd	1.39100932653047e-05	nd
rnd-1_family-121	DNA	DNA	nd	4	4	63	10.8044444444444	nd	0	nd	0.697142857142857	nd	3.51800833285505e-07	nd
rnd-1_family-442	LTR	Gypsy	nd	29	29	11805	27.4808606522675	nd	5.05893265565453	nd	4.18713002964854	nd	6.59207751894506e-05	nd
rnd-1_family-410	Retro	Retro	nd	301	301	64808	23.7390709480299	nd	3.69746991112285	nd	3.41592905196822	nd	0.000361896958786778	nd
rnd-1_family-25	DNA	PIF-Harbinger	nd	1194	1194	178400	13.095814181617	nd	3.82419243273628	nd	1.27133884529177	nd	0.000996210613621177	nd
rnd-1_family-678	SINE	SINE	nd	35	35	2234	17.2217502238136	nd	1.76362578334825	nd	3.78024619516561	nd	1.24749692311082e-05	nd
rnd-1_family-1065	LTR	LTR	nd	73	73	10884	19.7214902609327	nd	1.12335446527014	nd	0.936527930907785	nd	6.07777820552292e-05	nd
rnd-1_family-110	LTR	Gypsy	nd	1020	1020	276790	14.8951992485251	nd	4.1971719354019	nd	2.19486961233977	nd	0.00154563416896976	nd
rnd-1_family-546	LINE	Penelope	nd	496	496	49149	16.1234379132849	nd	1.305925858105	nd	1.99112860892383	nd	0.000274454907224592	nd
rnd-1_family-419	Unknown	Unknown	nd	790	790	118079	10.9016920028089	nd	1.21447937397841	nd	0.860142616384051	nd	0.000659369691960622	nd
