bin_id	source_id	source_genome	source_length	bin_start	bin_stop	bin_length
bin1022	S_Bongori_NCTC12419_accessory_0482_length_320	S_Bongori_NCTC12419	320	1	320	320
bin1023	S_Heidelberg_SL476_accessory_0361_length_30103	S_Heidelberg_SL476	30103	25483	25800	318
bin1024	S_Dublin_CT02021853_accessory_0142_length_2522	S_Dublin_CT02021853	2522	63	380	318
bin1025	S_Bongori_NCTC12419_accessory_0300_length_316	S_Bongori_NCTC12419	316	1	316	316
bin1026	S_Dublin_CT02021853_accessory_0029_length_49308	S_Dublin_CT02021853	49308	40843	41158	316
bin1027	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	13051	13365	315
bin1028	S_Abortusovis_SR44_AGEnt_accessory_0248_length_313	S_Abortusovis_SR44	313	1	313	313
bin1029	S_Choleraesuis_SCB67_accessory_0374_length_313	S_Choleraesuis_SCB67	313	1	313	313
bin1030	S_Choleraesuis_SCB67_accessory_0031_length_54629	S_Choleraesuis_SCB67	54629	36785	37096	312
bin1031	S_Typhimurium_ST313_AGEnt_accessory_0183_length_3318	S_Typhimurium_ST313_AGEnt	3318	2792	3101	310
bin1032	S_Abortusovis_SR44_AGEnt_accessory_0046_length_309	S_Abortusovis_SR44	309	1	309	309
bin1033	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	12520	12827	308
bin1034	S_Abortusovis_SR44_AGEnt_accessory_0347_length_306	S_Abortusovis_SR44	306	1	306	306
bin1035	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	1816	2120	305
bin1036	S_Newport_SL254_accessory_0008_length_449	S_Newport_SL254	449	145	449	305
bin1037	S_Bongori_NCTC12419_accessory_0548_length_304	S_Bongori_NCTC12419	304	1	304	304
bin1038	S_Bongori_NCTC12419_accessory_0504_length_303	S_Bongori_NCTC12419	303	1	303	303
bin1039	S_Bongori_NCTC12419_accessory_0113_length_302	S_Bongori_NCTC12419	302	1	302	302
bin1040	S_Bongori_NCTC12419_accessory_0474_length_300	S_Bongori_NCTC12419	300	1	300	300
bin1041	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	16923	17222	300
bin1042	S_Agona_SL483_accessory_0226_length_4361	S_Agona_SL483	4361	2036	2335	300
bin1043	S_Gallinarum_28791_accessory_0144_length_299	S_Gallinarum_28791	299	1	299	299
bin1044	S_Abortusovis_SR44_AGEnt_accessory_0603_length_2162	S_Abortusovis_SR44	2162	1	299	299
bin1045	S_ParatyphiA_AKU12601_accessory_0323_length_12819	S_ParatyphiA_AKU12601	12819	5879	6175	297
bin1046	S_Schwarzengrund_CVM19633_accessory_0536_length_9700	S_Schwarzengrund_CVM19633	9700	1	294	294
bin1047	S_Dublin_CT02021853_accessory_0340_length_292	S_Dublin_CT02021853	292	1	292	292
bin1048	S_Bongori_NCTC12419_accessory_0329_length_290	S_Bongori_NCTC12419	290	1	290	290
bin1049	S_Schwarzengrund_CVM19633_accessory_0499_length_40147	S_Schwarzengrund_CVM19633	40147	3030	3319	290
bin1050	S_Bongori_NCTC12419_accessory_0230_length_289	S_Bongori_NCTC12419	289	1	289	289
bin1051	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	76948	77235	288
bin1052	S_Bongori_NCTC12419_accessory_0211_length_286	S_Bongori_NCTC12419	286	1	286	286
bin1053	S_Schwarzengrund_CVM19633_accessory_0396_length_284	S_Schwarzengrund_CVM19633	284	1	284	284
bin1054	S_Bongori_NCTC12419_accessory_0108_length_13320	S_Bongori_NCTC12419	13320	10139	10421	283
bin1055	S_Gall_Pullorum_RKS5078_accessory_0143_length_282	S_Gall_Pullorum_RKS5078	282	1	282	282
bin1056	S_Bongori_NCTC12419_accessory_0046_length_281	S_Bongori_NCTC12419	281	1	281	281
bin1057	S_Choleraesuis_SCB67_accessory_0313_length_1434	S_Choleraesuis_SCB67	1434	1	280	280
bin1058	S_Gallinarum_28791_accessory_0040_length_279	S_Gallinarum_28791	279	1	279	279
bin1059	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	209040	4538	4815	278
bin1060	S_Schwarzengrund_CVM19633_accessory_0032_length_54792	S_Schwarzengrund_CVM19633	54792	36990	37266	277
bin1061	S_Enteritidis_P125109_accessory_0030_length_21091	S_Enteritidis_P125109	21091	12622	12898	277
bin1062	S_Bongori_NCTC12419_accessory_0051_length_276	S_Bongori_NCTC12419	276	1	276	276
bin1063	S_Choleraesuis_SCB67_accessory_0046_length_273	S_Choleraesuis_SCB67	273	1	273	273
bin1064	S_Agona_SL483_accessory_0032_length_19541	S_Agona_SL483	19541	9722	9993	272
bin1065	S_Heidelberg_SL476_accessory_0111_length_46178	S_Heidelberg_SL476	46178	4811	5081	271
bin1066	S_Bongori_NCTC12419_accessory_0049_length_270	S_Bongori_NCTC12419	270	1	270	270
bin1067	S_Typhimurium_LT2_accessory_0045_length_270	S_Typhimurium_LT2	270	1	270	270
bin1068	S_Abortusovis_SR44_AGEnt_accessory_0021_length_1334	S_Abortusovis_SR44	1334	1065	1334	270
bin1069	S_Newport_SL254_accessory_0293_length_50724	S_Newport_SL254	50724	36577	36846	270
bin1070	S_Bongori_NCTC12419_accessory_0043_length_269	S_Bongori_NCTC12419	269	1	269	269
bin1071	S_ParatyphiA_AKU12601_accessory_0081_length_266	S_ParatyphiA_AKU12601	266	1	266	266
bin1072	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	77192	77457	266
bin1073	S_Abortusovis_SR44_AGEnt_accessory_0070_length_265	S_Abortusovis_SR44	265	1	265	265
bin1074	S_Bongori_NCTC12419_accessory_0288_length_264	S_Bongori_NCTC12419	264	1	264	264
bin1075	S_Bongori_NCTC12419_accessory_0064_length_262	S_Bongori_NCTC12419	262	1	262	262
bin1076	S_ParatyphiA_AKU12601_accessory_0492_length_262	S_ParatyphiA_AKU12601	262	1	262	262
bin1077	S_Newport_SL254_accessory_0012_length_260	S_Newport_SL254	260	1	260	260
bin1078	S_Typhimurium_LT2_accessory_0207_length_260	S_Typhimurium_LT2	260	1	260	260
bin1079	S_Typhi_CT18_accessory_0545_length_260	S_Typhi_CT18	260	1	260	260
bin1080	S_Bongori_NCTC12419_accessory_0225_length_4473	S_Bongori_NCTC12419	4473	4214	4473	260
bin1081	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	82760	83019	260
bin1082	S_Abortusovis_SR44_AGEnt_accessory_0140_length_256	S_Abortusovis_SR44	256	1	256	256
bin1083	S_Bongori_NCTC12419_accessory_0142_length_256	S_Bongori_NCTC12419	256	1	256	256
bin1084	S_Typhi_CT18_accessory_0300_length_256	S_Typhi_CT18	256	1	256	256
bin1085	S_Agona_SL483_accessory_0165_length_4028	S_Agona_SL483	4028	1	255	255
bin1086	S_Bongori_NCTC12419_accessory_0045_length_254	S_Bongori_NCTC12419	254	1	254	254
bin1087	S_Agona_SL483_accessory_0488_length_253	S_Agona_SL483	253	1	253	253
bin1088	S_Bongori_NCTC12419_accessory_0359_length_33477	S_Bongori_NCTC12419	33477	8511	8763	253
bin1089	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	14325	14577	253
bin1090	S_Bongori_NCTC12419_accessory_0485_length_252	S_Bongori_NCTC12419	252	1	252	252
bin1091	S_Bongori_NCTC12419_accessory_0009_length_251	S_Bongori_NCTC12419	251	1	251	251
bin1092	S_Heidelberg_SL476_accessory_0459_length_251	S_Heidelberg_SL476	251	1	251	251
bin1093	S_Abortusovis_SR44_AGEnt_accessory_0507_length_248	S_Abortusovis_SR44	248	1	248	248
bin1094	S_Bongori_NCTC12419_accessory_0096_length_248	S_Bongori_NCTC12419	248	1	248	248
bin1095	S_Bongori_NCTC12419_accessory_0159_length_248	S_Bongori_NCTC12419	248	1	248	248
bin1096	S_Bongori_NCTC12419_accessory_0289_length_248	S_Bongori_NCTC12419	248	1	248	248
bin1097	S_Bongori_NCTC12419_accessory_0272_length_2586	S_Bongori_NCTC12419	2586	2339	2586	248
bin1098	S_Abortusovis_SR44_AGEnt_accessory_0211_length_952	S_Abortusovis_SR44	952	1	248	248
bin1099	S_Bongori_NCTC12419_accessory_0239_length_247	S_Bongori_NCTC12419	247	1	247	247
bin1100	S_Bongori_NCTC12419_accessory_0357_length_247	S_Bongori_NCTC12419	247	1	247	247
bin1101	S_Bongori_NCTC12419_accessory_0213_length_246	S_Bongori_NCTC12419	246	1	246	246
bin1102	S_ParatyphiA_AKU12601_accessory_0154_length_246	S_ParatyphiA_AKU12601	246	1	246	246
bin1103	S_Dublin_CT02021853_accessory_0482_length_245	S_Dublin_CT02021853	245	1	245	245
bin1104	S_Abortusovis_SR44_AGEnt_accessory_0582_length_244	S_Abortusovis_SR44	244	1	244	244
bin1105	S_Typhi_CT18_accessory_0447_length_5119	S_Typhi_CT18	5119	918	1159	242
bin1106	S_Bongori_NCTC12419_accessory_0546_length_8106	S_Bongori_NCTC12419	8106	7866	8106	241
bin1107	S_Dublin_CT02021853_accessory_0039_length_1740	S_Dublin_CT02021853	1740	31	271	241
bin1108	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	1	240	240
bin1109	S_Abortusovis_SR44_AGEnt_accessory_0021_length_1334	S_Abortusovis_SR44	1334	1	239	239
bin1110	S_Bongori_NCTC12419_accessory_0168_length_238	S_Bongori_NCTC12419	238	1	238	238
bin1111	S_Bongori_NCTC12419_accessory_0312_length_238	S_Bongori_NCTC12419	238	1	238	238
bin1112	S_Schwarzengrund_CVM19633_accessory_0111_length_237	S_Schwarzengrund_CVM19633	237	1	237	237
bin1113	S_Bongori_NCTC12419_accessory_0369_length_236	S_Bongori_NCTC12419	236	1	236	236
bin1114	S_Typhimurium_ST313_AGEnt_accessory_0539_length_236	S_Typhimurium_ST313_AGEnt	236	1	236	236
bin1115	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	38219	38454	236
bin1116	S_Abortusovis_SR44_AGEnt_accessory_0249_length_2873	S_Abortusovis_SR44	2873	226	461	236
bin1117	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	61988	62222	235
bin1118	S_Dublin_CT02021853_accessory_0213_length_6466	S_Dublin_CT02021853	6466	4612	4846	235
bin1119	S_Bongori_NCTC12419_accessory_0037_length_233	S_Bongori_NCTC12419	233	1	233	233
bin1120	S_ParatyphiA_AKU12601_accessory_0142_length_232	S_ParatyphiA_AKU12601	232	1	232	232
bin1121	S_Agona_SL483_accessory_0289_length_231	S_Agona_SL483	231	1	231	231
bin1122	S_Bongori_NCTC12419_accessory_0458_length_230	S_Bongori_NCTC12419	230	1	230	230
bin1123	S_Bongori_NCTC12419_accessory_0396_length_229	S_Bongori_NCTC12419	229	1	229	229
bin1124	S_Heidelberg_SL476_accessory_0111_length_46178	S_Heidelberg_SL476	46178	11489	11716	228
bin1125	S_ParatyphiA_AKU12601_accessory_0332_length_227	S_ParatyphiA_AKU12601	227	1	227	227
bin1126	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	35117	35342	226
bin1127	S_Bongori_NCTC12419_accessory_0014_length_225	S_Bongori_NCTC12419	225	1	225	225
bin1128	S_Typhi_CT18_accessory_0430_length_225	S_Typhi_CT18	225	1	225	225
bin1129	S_Abortusovis_SR44_AGEnt_accessory_0452_length_224	S_Abortusovis_SR44	224	1	224	224
bin1130	S_Bongori_NCTC12419_accessory_0527_length_223	S_Bongori_NCTC12419	223	1	223	223
bin1131	S_Typhimurium_ST313_AGEnt_accessory_0301_length_2059	S_Typhimurium_ST313_AGEnt	2059	1837	2059	223
bin1132	S_ParatyphiA_AKU12601_accessory_0358_length_222	S_ParatyphiA_AKU12601	222	1	222	222
bin1133	S_Heidelberg_SL476_accessory_0361_length_30103	S_Heidelberg_SL476	30103	15364	15585	222
bin1134	S_Bongori_NCTC12419_accessory_0038_length_292	S_Bongori_NCTC12419	292	71	292	222
bin1135	S_Abortusovis_SR44_AGEnt_accessory_0458_length_220	S_Abortusovis_SR44	220	1	220	220
bin1136	S_Bongori_NCTC12419_accessory_0373_length_220	S_Bongori_NCTC12419	220	1	220	220
bin1137	S_Bongori_NCTC12419_accessory_0387_length_220	S_Bongori_NCTC12419	220	1	220	220
bin1138	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	6849	7068	220
bin1139	S_Abortusovis_SR44_AGEnt_accessory_0228_length_219	S_Abortusovis_SR44	219	1	219	219
bin1140	S_Bongori_NCTC12419_accessory_0368_length_219	S_Bongori_NCTC12419	219	1	219	219
bin1141	S_Abortusovis_SR44_AGEnt_accessory_0056_length_942	S_Abortusovis_SR44	942	1	219	219
bin1142	S_Bongori_NCTC12419_accessory_0132_length_515	S_Bongori_NCTC12419	515	1	219	219
bin1143	S_Typhi_Ty2_accessory_0530_length_34236	S_Typhi_Ty2	34236	11184	11402	219
bin1144	S_Bongori_NCTC12419_accessory_0415_length_218	S_Bongori_NCTC12419	218	1	218	218
bin1145	S_Typhimurium_ST313_AGEnt_accessory_0380_length_1269	S_Typhimurium_ST313_AGEnt	1269	1052	1269	218
bin1146	S_Abortusovis_SR44_AGEnt_accessory_0002_length_217	S_Abortusovis_SR44	217	1	217	217
bin1147	S_Newport_SL254_accessory_0302_length_58445	S_Newport_SL254	58445	27000	27215	216
bin1148	S_ParatyphiC_RKS4594_accessory_0288_length_44867	S_ParatyphiC_RKS4594	44867	33324	33539	216
bin1149	S_Newport_SL254_accessory_0323_length_2455	S_Newport_SL254	2455	1429	1643	215
bin1150	S_Agona_SL483_accessory_0536_length_214	S_Agona_SL483	214	1	214	214
bin1151	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	2707	2920	214
bin1152	S_Newport_SL254_accessory_0322_length_16895	S_Newport_SL254	16895	181	394	214
bin1153	S_Abortusovis_SR44_AGEnt_accessory_0150_length_213	S_Abortusovis_SR44	213	1	213	213
bin1154	S_Newport_SL254_accessory_0532_length_212	S_Newport_SL254	212	1	212	212
bin1155	S_Abortusovis_SR44_AGEnt_accessory_0546_length_211	S_Abortusovis_SR44	211	1	211	211
bin1156	S_Bongori_NCTC12419_accessory_0026_length_211	S_Bongori_NCTC12419	211	1	211	211
bin1157	S_Abortusovis_SR44_AGEnt_accessory_0098_length_332	S_Abortusovis_SR44	332	1	211	211
bin1158	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	39388	39597	210
bin1159	S_ParatyphiC_RKS4594_accessory_0317_length_15372	S_ParatyphiC_RKS4594	15372	368	577	210
bin1160	S_Bongori_NCTC12419_accessory_0363_length_209	S_Bongori_NCTC12419	209	1	209	209
bin1161	S_Choleraesuis_SCB67_accessory_0419_length_1560	S_Choleraesuis_SCB67	1560	1353	1560	208
bin1162	S_Bongori_NCTC12419_accessory_0085_length_207	S_Bongori_NCTC12419	207	1	207	207
bin1163	S_Abortusovis_SR44_AGEnt_accessory_0557_length_206	S_Abortusovis_SR44	206	1	206	206
bin1164	S_Dublin_CT02021853_accessory_0513_length_204	S_Dublin_CT02021853	204	1	204	204
bin1165	S_Agona_SL483_accessory_0033_length_203	S_Agona_SL483	203	1	203	203
bin1166	S_Typhimurium_ST313_AGEnt_accessory_0552_length_202	S_Typhimurium_ST313_AGEnt	202	1	202	202
bin1167	S_Typhimurium_ST313_AGEnt_accessory_0586_length_202	S_Typhimurium_ST313_AGEnt	202	1	202	202
bin1168	S_Abortusovis_SR44_AGEnt_accessory_0513_length_17862	S_Abortusovis_SR44	17862	3131	3332	202
bin1169	S_Heidelberg_SL476_accessory_0020_length_9723	S_Heidelberg_SL476	9723	9522	9723	202
bin1170	S_Bongori_NCTC12419_accessory_0434_length_201	S_Bongori_NCTC12419	201	1	201	201
bin1171	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	18934	19134	201
bin1172	S_Schwarzengrund_CVM19633_accessory_0515_length_1953	S_Schwarzengrund_CVM19633	1953	1754	1953	200
